modules/quantity,modules/capacity_gb,metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/series,metadata/variant,speed,ram_type,form_factor,capacity,color/0,color/1,cas_latency,voltage,ecc,registered,heat_spreader,rgb,timings,metadata/last_manually_spec_verified_at,height,metadata/part_numbers/1,metadata/part_numbers/2,metadata/releaseYear,metadata/part_numbers/3,metadata/part_number,profile_support/0,profile_support/1
2,8,Patriot Signature Black DDR3-1600 CL11 16GB (2x8GB),Patriot,PSD316G1600KH,Signature,1600 CL11,1600,DDR3,240-pin DIMM,16,BLACK,,11,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,TEAMGROUP T-Force Delta RGB White DDR4-3200 CL16 16GB (2x8GB) WHITE,TEAMGROUP,TF4D416G3200HC16FDC01,T-Force,3200 CL16,3200,DDR4,288-pin DIMM,16,WHITE,,16,1.35,Non-ECC,Unbuffered,TRUE,TRUE,16-20-20-40,2025-09-22T21:38:13.039Z,,TF4D416G3200HC16FDC0,,,,,,
2,16,TEAMGROUP T-Force Xtreem ARGB White DDR4-3600 CL14 32GB (2x16GB),TEAMGROUP,TF13D432G3600HC14CDC01,T-Force,3600 CL14,3600,DDR4,288-pin DIMM,32,WHITE,,14,,Non-ECC,Unbuffered,TRUE,TRUE,14-15-15-35,,,,,,,,,
2,48,TEAMGROUP T-Force Delta RGB White DDR5-7000 CL34 96GB (2x48GB),TEAMGROUP,FF4D596G7000HC34ADC01,T-Force,7000 CL34,7000,DDR5,288-pin DIMM,96,WHITE,,34,,Non-ECC,Unbuffered,TRUE,TRUE,34-42-42-84,,,,,,,,,
2,2,Kingston ValueRAM DDR2-800 CL6 4GB (2x2GB),Kingston,KVR800D2N6K2,ValueRAM,800 CL6,800,DDR2,240-pin DIMM,4,GREEN,,6,,Non-ECC,Unbuffered,FALSE,FALSE,,,,4G,KVR800D2N6K2/4G,,,,,
4,8,Corsair Vengeance LPX Black / Yellow DDR4-2666 CL16 32GB (4x8GB),Corsair,CMK32GX4M4A2666C16,Vengeance,2666 CL16,2666,DDR4,288-pin DIMM,32,BLACK,YELLOW,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-16-18-35,,,,,,,,,
2,16,G.Skill TridentZ RGB DDR4-4600 CL20 32GB (2x16GB),G.SKILL,F4-4600C20D-32GTZR,TridentZ,4600 CL20,4600,DDR4,288-pin DIMM,32,BLACK,,20,,Non-ECC,Unbuffered,TRUE,TRUE,20-30-30-50,,,,,,,,,
2,16,Crucial Ballistix DDR4-3600 CL16 32GB (2x16GB),Crucial,BL2K16G36C16U4R,Ballistix,3600 CL16,3600,DDR4,288-pin DIMM,32,RED,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,TEAMGROUP T-Force Xtreem ARGB DDR4-3600 CL18 32GB (2x16GB),TEAMGROUP,TF13D432G3600HC18JDC01,T-Force,3600 CL18,3600,DDR4,288-pin DIMM,32,WHITE,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,,,,,,,,
2,16,G.Skill Trident Z5 RGB White / Black DDR5-5600 CL28 32GB (2x16GB),G.SKILL,F5-5600J2834F16GA2-TZ5RS,Trident,5600 CL28,5600,DDR5,288-pin DIMM,32,WHITE,BLACK,28,,Non-ECC,Unbuffered,TRUE,TRUE,28-34-34-89,,,,,,,,,
2,16,PNY XLR8 Gaming EPIC-X RGB Black DDR4-3600 CL18 32GB (2x16GB),PNY,MD32GK2D4360018XRGB,XLR8,3600 CL18,3600,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,G.Skill Ripjaws V Black DDR4-3000 CL15 16GB (2x8GB),G.SKILL,F4-3000C15D-16GVKB,Ripjaws,3000 CL15,3000,DDR4,288-pin DIMM,16,BLACK,,15,,Non-ECC,Unbuffered,TRUE,FALSE,15-16-16-35,,,,,,,,,
8,32,Kingston FURY Renegade Pro Registered Black DDR5-6400 CL32 256GB (8x32GB),Kingston,KF564R32RBE2K8-256,FURY,6400 CL32,6400,DDR5,288-pin DIMM,256,BLACK,,32,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
1,32,Kingston FURY Renegade Silver / Black DDR5-6000 CL32 32GB (1x32GB),Kingston,KF560C32RS-32,FURY,6000 CL32,6000,DDR5,288-pin DIMM,32,GREY,BLACK,32,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,TEAMGROUP T-Force DELTAŒ± RGB Black DDR5-5200 CL40 32GB (2x16GB),TEAMGROUP,FF7D532G5200HC40CDC01,T-Force,5200 CL40,5200,DDR5,288-pin DIMM,32,BLACK,,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-76,,,,,,,,,
2,32,TEAMGROUP T-Force Xtreem ARGB DDR4-3600 CL18 64GB (2x32GB),TEAMGROUP,TF13D464G3600HC18JDC01,T-Force,3600 CL18,3600,DDR4,288-pin DIMM,64,WHITE,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,,,,,,,,,
4,16,Corsair Vengeance LPX Black / Yellow DDR4-3200 CL16 64GB (4x16GB),Corsair,CMK64GX4M4D3200C16,CORSAIR,3200 CL16,3200,DDR4,288-pin DIMM,64,BLACK,YELLOW,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-36,,,,,,,,,
1,8,Kingston FURY Beast RGB Black DDR5-4800 CL38 8GB (1x8GB),Kingston,KF548C38BBA-8,FURY,4800 CL38,4800,DDR5,288-pin DIMM,8,BLACK,,38,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,Crucial CT2KIT102472BD160B Black / Green DDR3-1600 CL11 16GB (2x8GB),Crucial,CT2KIT102472BD160B,CT2KIT102472BD160B,1600 CL11,1600,DDR3,240-pin DIMM,16,BLACK,GREEN,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,16,G.Skill Trident Z Royal Elite Gold / Black DDR4-4000 CL14 32GB (2x16GB),G.SKILL,F4-4000C14D-32GTEG,Trident,4000 CL14,4000,DDR4,288-pin DIMM,32,GOLD,BLACK,14,,Non-ECC,Unbuffered,TRUE,FALSE,14-15-15-35,,,,,,,,,
1,16,Kingston FURY Renegade Silver / Black DDR5-6800 CL36 16GB (1x16GB),Kingston,KF568C36RS-16,FURY,6800 CL36,6800,DDR5,288-pin DIMM,16,GREY,BLACK,36,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Mushkin Redline Lumina White DDR5-6000 CL30 32GB (2x16GB),Mushkin,MLB5C600AEEM16GX2,Redline,6000 CL30,6000,DDR5,288-pin DIMM,32,WHITE,,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-38-38-30,,,,,,,,,
2,16,Corsair Vengeance RGB Black DDR5-6400 CL38 32GB (2x16GB),Corsair,CMH32GX5M2X6400C38,Vengeance,6400 CL38,6400,DDR5,288-pin DIMM,32,BLACK,,38,,Non-ECC,Unbuffered,TRUE,TRUE,38-40-40-84,,,,,,,,,
2,16,G.Skill Trident Z Royal Elite Gold DDR4-4000 CL16 32GB (2x16GB),G.SKILL,F4-4000C16D-32GTEG,Trident,4000 CL16,4000,DDR4,288-pin DIMM,32,GOLD,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-19-19-39,,,,,,,,,
2,64,G.Skill Flare X5 Black DDR5-6000 CL32 128GB (2x64GB),G.SKILL,F5-6000J3244G64GX2-FX5,Flare,6000 CL32,6000,DDR5,288-pin DIMM,128,BLACK,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-44-44-96,,,,,,,,,
4,32,V-Color TRA532G72D834Q Registered White DDR5-7200 CL34 128GB (4x32GB),v-color,TRA532G72D834Q,TRA532G72D834Q,7200 CL34,7200,DDR5,288-pin DIMM,128,WHITE,,34,,Non-ECC,Unbuffered,TRUE,FALSE,34-45-45-112,,,,,,,,,
2,16,Kingston FURY Renegade Silver / White DDR5-6000 CL32 32GB (2x16GB),Kingston,KF560C32RWK2-32,FURY,6000 CL32,6000,DDR5,288-pin DIMM,32,WHITE,GREY,32,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16,Mushkin Redline ST Black DDR5-6400 CL32 32GB (2x16GB),Mushkin,MRF5U640BGGP16GX2,Redline,6400 CL32,6400,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-39-39-102,,,,,,,,,
2,16,Acer Predator Hermes RGB Black DDR5-6400 CL32 32GB (2x16GB),Acer,BL.9BWWR.391                                                    HERMES-32GB-6400-1R8-V2,Predator,6400 CL32,6400,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-102,,,,,,,,,
2,32,ADATA XPG Lancer Blade RGB Black DDR5-6400 CL32 64GB (2x32GB),ADATA,AX5U6400C3232G-DTLABRBK,XPG,6400 CL32,6400,DDR5,288-pin DIMM,64,BLACK,,32,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,Thermaltake TOUGHRAM RGB White / Silver DDR4-3600 CL18 16GB (2x8GB),Thermaltake,R022D408GX2-3600C18A,TOUGHRAM,3600 CL18,3600,DDR4,288-pin DIMM,16,WHITE,GREY,18,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
1,1,Crucial Ballistix Green DDR2-1066 CL5 1GB (1x1GB),Crucial,BL12864AA106A,Ballistix,1066 CL5,1066,DDR2,240-pin DIMM,1,GREEN,,5,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,Crucial Ballistix RGB Red DDR4-3200 CL16 16GB (2x8GB),Crucial,BL2K8G32C16U4RL,Ballistix,3200 CL16,3200,DDR4,288-pin DIMM,16,RED,,16,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,16,Corsair Vengeance Black / Gray DDR5-5600 CL40 32GB (2x16GB),Corsair,CMK32GX5M2B5600Z40,Vengeance,5600 CL40,5600,DDR5,288-pin DIMM,32,BLACK,GREY,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-77,,,,,,,,,
2,8,GIGASTONE Game PRO 16GB Kit (2x8GB) DDR4 3200MHz CL16 BLACK,Gigastone,,Game PRO,3200 CL16,3200,DDR4,288-pin DIMM,16,BLACK,,16,1.35,Non-ECC,Unbuffered,TRUE,,16-18-18-40,2025-11-30T14:01:53.378Z,14.896,,,,,,,
1,8,PNY Anarchy Black / Red DDR3-1866 CL10 8GB (1x8GB),PNY,MD8GSD3186610AR,Anarchy,1866 CL10,1866,DDR3,240-pin DIMM,8,BLACK,RED,10,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,Corsair Vengeance Black / Red DDR3-1600 CL9 16GB (2x8GB),Corsair,CMZ16GX3M2A1600C10R,Vengeance,1600 CL9,1600,DDR3,240-pin DIMM,16,BLACK,RED,9,,Non-ECC,Unbuffered,TRUE,FALSE,9-9-9-24,,,,,,,,,
2,8,Corsair Vengeance LPX 16GB (2 x 8GB) DDR4-5000 CL18 Memory,Corsair,CMK16GX4M2Z5000C18,Vengeance LPX,DDR4-5000 CL18,5000,DDR4,288-pin DIMM,16,,,18,1.5,Non-ECC,Unbuffered,TRUE,FALSE,18-26-26-46,,0,,,2019,,,,
1,32,Kingston HyperX Fury Black DDR4-3200 CL16 32GB (1x32GB),Kingston,HX432C16FB3,HyperX,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,32,,,,,,
2,16,Corsair Vengeance RGB Pro Black DDR4-3200 CL16 32GB (2x16GB),Corsair,CMW32GX4M2E3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,,16,,Non-ECC,Unbuffered,TRUE,TRUE,16-20-20-38,,,,,,,,,
2,16,Silicon Power DDR5 32GB (2x16GB) Zenith RGB 6000MHz CL30 White,Silicon Power,SU032GXLWU60AFDHSW,XPOWER Zenith RGB,CL30 6000,6000,DDR5,288-pin DIMM,32,WHITE,,30,1.35,Non-ECC,Unbuffered,TRUE,TRUE,30-38-38-96,2025-11-08T10:11:40.161Z,38.5,SU032GXLWU60AFDHBH,,,,,,
2,32,G.Skill Trident Z5 RGB White / Black DDR5-6400 CL32 64GB (2x32GB),G.SKILL,F5-6400J3239G32GX2-TZ5RW,Trident,6400 CL32,6400,DDR5,288-pin DIMM,64,WHITE,BLACK,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-39-39-102,,,MEGS-6400-3239-TZ5RW,,,,,,
2,8,Gigabyte AORUS RGB DDR4-3333 CL18 16GB (2x8GB),GIGABYTE,GP-ARS16G33,AORUS,3333 CL18,3333,DDR4,288-pin DIMM,16,GREY,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-20-20-40,,,,,,,,,
4,16,G.Skill TridentZ RGB Black DDR4-3600 CL14 64GB (4x16GB),G.SKILL,F4-3600C14Q-64GTZRA,TridentZ,3600 CL14,3600,DDR4,288-pin DIMM,64,BLACK,,14,,Non-ECC,Unbuffered,TRUE,TRUE,14-14-14-34,,,,,,,,,
2,24,Patriot Viper Elite 5 Ultra Black DDR5-6000 CL28 48GB (2x24GB),Patriot,VEU548G6028K,Viper,6000 CL28,6000,DDR5,288-pin DIMM,48,BLACK,,28,,Non-ECC,Unbuffered,TRUE,FALSE,28-40-40-100,,,,,,,,,
2,32,G.Skill Trident Z Royal Silver DDR4-4000 CL18 64GB (2x32GB),G.SKILL,F4-4000C18D-64GTRS,Trident,4000 CL18,4000,DDR4,288-pin DIMM,64,GREY,,18,,Non-ECC,Unbuffered,TRUE,FALSE,18-22-22-42,,,,,,,,,
2,16,V-Color Manta XPrism RGB Black DDR5-6000 CL36 32GB (2x16GB),v-color,TMXPL1660836KWK,Manta,6000 CL36,6000,DDR5,288-pin DIMM,32,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-38-38-76,,,,,,,,,
4,32,Corsair Vengeance LPX Black / Yellow DDR4-3200 CL16 128GB (4x32GB),Corsair,CMK128GX4M4E3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,128,BLACK,YELLOW,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-20-20-38,,,,,,,,,
2,16,G.Skill Trident Z5 RGB White / Black DDR5-6000 CL32 32GB (2x16GB),G.SKILL,F5-6000J3238F16GX2-TZ5RW,Trident,6000 CL32,6000,DDR5,288-pin DIMM,32,WHITE,BLACK,32,,Non-ECC,Unbuffered,TRUE,TRUE,32-38-38-96,,,Trident Z5 RGB Series,,,,,,
1,16,Samsung M391A2K43BB1-CRC Green DDR4-2400 CL17 16GB (1x16GB),Samsung,M391A2K43BB1-CRC,M391A2K43BB1-CRC,2400 CL17,2400,DDR4,288-pin DIMM,16,GREEN,,17,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
4,16,Crucial CT4K16G4VFS4266 Green / Black Registered DDR4-2666 CL19 64GB (4x16GB),Crucial,CT4K16G4VFS4266,CT4K16G4VFS4266,2666 CL19,2666,DDR4,288-pin DIMM,64,GREEN,BLACK,19,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,32,Corsair Vengeance LPX Black / Yellow DDR4-2400 CL16 64GB (2x32GB),Corsair,CMK64GX4M2A2400C16,Vengeance,2400 CL16,2400,DDR4,288-pin DIMM,64,BLACK,YELLOW,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-16-16-39,,,,,,,,,
1,8,TEAMGROUP TED48G2400C1601 DDR4-2400 CL16 8GB (1x8GB),TEAMGROUP,TED48G2400C1601,TED48G2400C1601,2400 CL16,2400,DDR4,288-pin DIMM,8,,,16,,Non-ECC,Unbuffered,FALSE,FALSE,16-16-16-39,,,,,,,,,
2,4,PNY Optima 8 GB (2 x 4 GB) DDR3-1333 CL9,PNY,MD8192KD3-1333,Optima,1333 CL9,1333,DDR3,240-pin DIMM,8,,,9,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,16, Silicon Power XPOWER Zenith RGB Gaming Black DDR5-6000 CL30 32GB (2x16GB),Silicon Power,SU032GXLWU60AFDFAB,XPOWER Zenith RGB,6000 CL30,6000,DDR5,288-pin DIMM,32,BLACK,,30,1.35,Non-ECC,Unbuffered,TRUE,TRUE,30-38-38-96,2025-11-08T09:06:36.944Z,38.5,,,,,,,
2,16,Corsair Vengeance LPX Black / Yellow DDR4-3200 CL16 32GB (2x16GB),Corsair,CMK32GX4M2E3200C16,Vengeance,3200 CL16,3200,DDR4,288-pin DIMM,32,BLACK,YELLOW,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-20-20-38,,,,,,,,,
4,16,G.Skill Trident Z Neo Silver / Black DDR4-3600 CL16 64GB (4x16GB),G.SKILL,F4-3600C16Q-64GTZN,Trident,3600 CL16,3600,DDR4,288-pin DIMM,64,GREY,BLACK,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-16-16-36,,,129167,,,,,,
2,24,Acer Predator Hermes RGB Silver DDR5-7200 CL36 48GB (2x24GB),Acer,BL.9BWWR.449                                                    HERMES-48GB-7200-1R8-V3,Predator,7200 CL36,7200,DDR5,288-pin DIMM,48,GREY,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-48-48-126,,,,,,,,,
2,24,Corsair Vengeance RGB Black / Silver DDR5-6000 CL30 48GB (2x24GB),Corsair,CMH48GX5M2B6000C30,Vengeance,6000 CL30,6000,DDR5,288-pin DIMM,48,BLACK,GREY,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-36-36-76,,,,,,,,,
1,16,Kingston FURY Beast Black / Silver DDR5-5200 CL40 16GB (1x16GB),Kingston,KF552C40BB-16,FURY,5200 CL40,5200,DDR5,288-pin DIMM,16,BLACK,GREY,40,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,8,Kingston FURY Beast RGB Black DDR5-6000 CL30 8GB (1x8GB),Kingston,KF560C30BBA-8,FURY,6000 CL30,6000,DDR5,288-pin DIMM,8,BLACK,,30,,Non-ECC,Unbuffered,TRUE,TRUE,,,,,,,,,,
2,8,Kingston HyperX Fury Black / White DDR4-2400 CL15 16GB (2x8GB),Kingston,HX424C15FBK2,HyperX,2400 CL15,2400,DDR4,288-pin DIMM,16,BLACK,WHITE,15,,Non-ECC,Unbuffered,TRUE,FALSE,,,,16,,,,,,
1,8,Corsair Vengeance LPX DDR4-2400 CL16 8GB (1x8GB),Corsair,CMK8GX4M1A2400C16R,Vengeance,2400 CL16,2400,DDR4,288-pin DIMM,8,RED,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,32,Corsair Vengeance RGB Black DDR5-6000 CL30 64GB (2x32GB),Corsair,CMH64GX5M2B6000C30,Vengeance,6000 CL30,6000,DDR5,288-pin DIMM,64,BLACK,,30,,Non-ECC,Unbuffered,TRUE,TRUE,30-36-36-76,,,,,,,,,
1,8,Corsair CMV8GX4M1A2133C15 Black DDR4-2133 CL15 8GB (1x8GB),Corsair,CMV8GX4M1A2133C15,CMV8GX4M1A2133C15,2133 CL15,2133,DDR4,288-pin DIMM,8,BLACK,,15,,Non-ECC,Unbuffered,TRUE,FALSE,15-15-15-36,,,,,,,,,
4,16,G.Skill Ripjaws V Black DDR4-3200 CL16 64GB (4x16GB),G.SKILL,F4-3200C16Q-64GVK,Ripjaws,3200 CL16,3200,DDR4,288-pin DIMM,64,BLACK,,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,4.71969E+12,,,,,,
2,16,G.Skill Trident Z5 Black / Silver DDR5-5600 CL36 32GB (2x16GB),G.SKILL,F5-5600U3636C16GX2-TZ5K,Trident,5600 CL36,5600,DDR5,288-pin DIMM,32,BLACK,GREY,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-36-36-76,,,,,,,,,
2,16,Corsair Dominator Platinum RGB Black DDR5-6000 CL36 32GB (2x16GB),Corsair,CMT32GX5M2D6000C36,Dominator,6000 CL36,6000,DDR5,288-pin DIMM,32,BLACK,,36,,Non-ECC,Unbuffered,TRUE,TRUE,36-36-36-76,,,,,,,,,
2,16,G.Skill Trident Z RGB DDR4-4000 CL18 32GB (2x16GB),G.SKILL,F4-4000C18D-32GTZR,Trident,4000 CL18,4000,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,,,,4.71329E+12,,,,,,
1,4,Samsung M471B5273DH0-CK0 Green SODIMM DDR3-1600 CL11 4GB (1x4GB),Samsung,M471B5273DH0-CK0,M471B5273DH0-CK0,1600 CL11,1600,DDR3,204-pin SO-DIMM,4,GREEN,,11,,Non-ECC,Unbuffered,FALSE,FALSE,,,,,,,,,,
2,32,Silicon Power DDR5 64GB (2x32GB) Zenith RGB 5200MHz CL38 WHITE,Silicon Power,SP064GXLWU520FDH,XPOWER Zenith RGB,5200 CL38,5200,DDR5,288-pin DIMM,64,WHITE,,38,1.25,Non-ECC,Unbuffered,TRUE,TRUE,38-38-38-84,2025-11-08T11:10:09.281Z,38.5,,,,,,,
2,8,VENGEANCE¬Æ RGB PRO 16GB (2 x 8GB) DDR4 DRAM 3200MHz C16 Memory Kit ÅEÄÅE Black,Corsair,CMW16GX4M2C3200C16,VENGEANCE¬Æ RGB PRO,3200MHz CL16,3200,DDR4,288-pin DIMM,16,,,18,1.35,Non-ECC,Unbuffered,TRUE,TRUE,16-18-18-36,,32,,,2024,,,,
2,8,Corsair Vengeance LPX White DDR4-2666 CL16 16GB (2x8GB),Corsair,CMK16GX4M2A2666C16W,Vengeance,2666 CL16,2666,DDR4,288-pin DIMM,16,WHITE,,16,,Non-ECC,Unbuffered,TRUE,FALSE,16-18-18-35,,,,,,,,,
2,32,Silicon Power DDR5 64GB (2x32GB) Zenith RGB 5600MHz CL40 WHITE,Silicon Power,SP064GXLWU560FDH,XPOWER Zenith RGB,5600 CL40,5600,DDR5,288-pin DIMM,64,WHITE,,40,1.25,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-76,2025-11-08T14:59:43.906Z,38.5,,,,,,,
8,16,Corsair Vengeance RGB Black DDR4-3800 CL19 128GB (8x16GB),Corsair,CMR128GX4M8X3800C19,Vengeance,3800 CL19,3800,DDR4,288-pin DIMM,128,BLACK,,19,,Non-ECC,Unbuffered,TRUE,FALSE,19-19-19-39,,,,,,,,,
2,32,Corsair Vengeance RGB Black / Gray DDR5-5600 CL40 64GB (2x32GB),Corsair,CMH64GX5M2B5600C40,Vengeance,5600 CL40,5600,DDR5,288-pin DIMM,64,BLACK,GREY,40,,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-77,,,,,,,,,
2,16,Lexar THOR OC Black / Gold DDR5-5600 CL36 32GB (2x16GB),Lexar,LD5U16G56C36WG-RUD,THOR,5600 CL36,5600,DDR5,288-pin DIMM,32,BLACK,GOLD,36,,Non-ECC,Unbuffered,TRUE,FALSE,36-36-36-76,,,,,,,,,
2,16,Crucial Pro DDR5-6400 CL32 32GB Kit (16GBx2) UDIMM: OC Gaming Memory White,Crucial,CP2K16G64C32U5W,PRO DDR5,6400 CL32,6400,DDR5,288-pin DIMM,32,WHITE,,32,1.35,Non-ECC,Unbuffered,TRUE,,32-40-40-103,2026-02-27T16:20:50.515Z,34.8,,,,,,EXPO,XMP
1,8,ADATA XPG GAMMIX D10 Red / White DDR4-2666 CL16 8GB (1x8GB),ADATA,AX4U266638G16-SRG,XPG,2666 CL16,2666,DDR4,288-pin DIMM,8,RED,WHITE,16,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,TEAMGROUP Elite Plus Black / Gold DDR4-3200 CL22 16GB (2x8GB),TEAMGROUP,TPD416G3200HC22DC01,Elite,3200 CL22,3200,DDR4,288-pin DIMM,16,BLACK,GOLD,22,,Non-ECC,Unbuffered,TRUE,FALSE,22-22-22-52,,,,,,,,,
2,16,Mushkin Redline ST Black DDR5-6400 CL30 32GB (2x16GB),Mushkin,MRF5U640A77P16GX2,Redline,6400 CL30,6400,DDR5,288-pin DIMM,32,BLACK,,30,,Non-ECC,Unbuffered,TRUE,FALSE,30-37-37-96,,,,,,,,,
2,24,TEAMGROUP Xtreem White DDR5-8000 CL38 48GB (2x24GB),TEAMGROUP,FFWD548G8000HC38EDC01,Xtreem,8000 CL38,8000,DDR5,288-pin DIMM,48,WHITE,,38,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
2,8,Silicon Power XPOWER Turbine DDR4-3600 CL18 16GB (2x8GB),Silicon Power,SP016GXLZU360BDA,XPOWER,3600 CL18,3600,DDR4,288-pin DIMM,16,BLUE,,18,,Non-ECC,Unbuffered,TRUE,FALSE,,,,,,,,,,
1,16,TEAMGROUP T-Force Delta RGB DDR4 16GB (1x16GB) 3600MHz CL18 WHITE,TEAMGROUP,TF4D416G3600HC18J01,T-Force,Delta RGB White DDR4,3600,DDR4,288-pin DIMM,16,WHITE,,18,1.35,Non-ECC,Unbuffered,TRUE,TRUE,18-22-22-42,2025-09-22T21:04:55.066Z,,,,,,,,
2,48,G.Skill Trident Z5 RGB Black DDR5-6800 CL34 96GB (2x48GB),G.SKILL,F5-6800J3446F48GX2-TZ5RK,Trident,6800 CL34,6800,DDR5,288-pin DIMM,96,BLACK,,34,,Non-ECC,Unbuffered,TRUE,TRUE,34-46-46-108,,,,,,,,,
1,16,TEAMGROUP Elite Black DDR5-6000 CL40 16GB (1x16GB),TEAMGROUP,TPBD516G6000HC4801,Elite,6000 CL40,6000,DDR5,288-pin DIMM,16,BLACK,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-77,,,,,,,,,
2,8,Silicon Power DDR5 32GB (2x8GB) Zenith RGB 6000MHz CL40 WHITE,Silicon Power,SP016GXLWU600FSH,XPOWER Zenith RGB,6000 CL40,6000,DDR5,288-pin DIMM,16,WHITE,,40,1.35,Non-ECC,Unbuffered,TRUE,TRUE,40-40-40-76,2025-11-11T06:38:21.666Z,38.6,,,,,,,
2,16,Corsair Vengeance RGB RT DDR4-4600 CL18 32GB (2x16GB),Corsair,CMN32GX4M2Z4600C18,Vengeance,4600 CL18,4600,DDR4,288-pin DIMM,32,BLACK,,18,,Non-ECC,Unbuffered,TRUE,TRUE,18-26-26-46,,,,,,,,,
4,32,Kingston FURY Renegade Pro Registered Black DDR5-5600 CL36 128GB (4x32GB),Kingston,KF556R36RBK4-128,FURY,5600 CL36,5600,DDR5,288-pin DIMM,128,BLACK,,36,,Non-ECC,Unbuffered,FALSE,FALSE,,,,nan,,,,,,
2,16,TEAMGROUP Elite Plus Silver DDR5-4800 CL40 32GB (2x16GB),TEAMGROUP,TPSD532G4800HC40DC01,Elite,4800 CL40,4800,DDR5,288-pin DIMM,32,GREY,,40,,Non-ECC,Unbuffered,TRUE,FALSE,40-40-40-77,,,,,,,,,
2,16,G.Skill Flare X5 Black DDR5-6400 CL32 32GB (2x16GB),G.SKILL,F5-6400J3239G16GX2-FX5,Flare,6400 CL32,6400,DDR5,288-pin DIMM,32,BLACK,,32,,Non-ECC,Unbuffered,TRUE,FALSE,32-39-39-102,,,,,,,,,
2,8,Silicon Power DDR5 16GB (2x8GB) Zenith 5200MHz CL38 WHITE,Silicon Power,SP016GXLWU520FSG,XPOWER Zenith,5200 CL38,5200,DDR5,288-pin DIMM,16,WHITE,,38,1.25,Non-ECC,Unbuffered,TRUE,,38-38-38-84,2025-11-13T13:20:00.898Z,38.5,,,,,,,
