metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/part_numbers/1,metadata/series,metadata/variant,capacity,form_factor,interface,nvme,storage_type,type,cache,metadata/releaseYear,metadata/part_numbers/2,metadata/part_numbers/3,metadata/part_numbers/4,metadata/part_numbers/5
"Intel 320 300GB SSD 2.5"" SATA",Intel,SSDSA2CW300G3K5,,320,300GB,300,"2.5""",SATA 3.0 Gb/s,FALSE,SSD,SSD,,,,,,
Seagate FireCuda 530R 1TB SSD M.2 w/Heatsink PCIe 4.0 NVMe,Seagate,ZP1000GM3A073,ZP1000GM3A023,FireCuda,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba P300 4TB HDD 3.5"" 5400RPM SATA",Toshiba,HDWD240UZSVA,317380,P300,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
TEAMGROUP MP44 512GB SSD M.2-2280 PCIe 4.0 x4 NVMe,TEAMGROUP,TM8FPW512G0C101,,MP44,512GB,512,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Micron 2200 256GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Micron,MTFDHBA256TCK-1AS1AA,,2200,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Samsung 980 PRO 2TB M.2 SSD PCIe 4.0 NVMe w/Heatsink,Samsung,MZ-V8P2T0CW,,980,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Titanium Micro TH2000 512GB SSD M.2 PCIe 3.0 NVMe,Titanium Micro,TMNM2-TH2000-512GB,TH2000,TH2000,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Verbatim Vi7000G 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Verbatim,49368,,Vi7000G,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Seagate FireCuda 530R w/Heatsink 2TB SSD M.2 PCIe 4.0 NVMe,Seagate,ZP2000GM3A073,7.63649E+11,FireCuda,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital Black SN750 Rev2 2TB SSD M.2 PCIe 3.0 NVMe,Western Digital,WDBRPG0020BNC-WRSN,WDS200T3X0C,Black,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,WDS200T3X0C-00SJG0,,,
ADATA XPG GAMMIX S5 256GB M.2-2280 SSD PCIe 3.0 X4 NVMe,ADATA,AGAMMIXS5-256GT-C,,XPG,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP T-FORCE G50 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,TEAMGROUP,TM8FFE002T0C129,TM8FFE001T0C129,T-FORCE,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital WD_BLACK 500GB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Western Digital,WD5003AZEX,,WD_BLACK,500GB,500,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi Travelstar 1TB HDD 2.5"" SATA",Hitachi,0J22423,FBA_0J22423,Travelstar,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Sabrent Rocket 512GB SSD M.2-2242 PCIe 3.0 x4 NVMe,Sabrent,SB-1342-512,,Rocket,512GB,512,M.2-2242,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Purple 1TB HDD 3.5"" 5400RPM SATA",Western Digital,WD10PURZ,,Purple,1000GB,1000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Caviar Green 2TB 3.5"" HDD 5400RPM SATA",Western Digital,WDBAAY0020HNC-NRSN,,Caviar,2000GB,2000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Klevv CRAS C910 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Klevv,K02TBM2SP0-C91,,CRAS,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Samsung SM951 512GB SSD M.2-2280 PCIe 3.0 NVMe,Samsung,MZHPV512HDGL-00000,,SM951,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate IronWolf Pro 18TB HDD 3.5"" SATA",Seagate,ST18000NT001,,IronWolf,18000GB,18000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Sabrent Rocket 4.0 1TB SSD M.2-2280 PCIe 4.0 NVMe,Sabrent,SB-NVMe4-HTSK-1TB,,Rocket,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Sabrent Rocket 5 4TB M.2-2280 SSD PCIe 5.0 X4 NVMe,Sabrent,SB-RKT5-4TB,,Rocket,4000GB,4000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Corsair Force GS 128GB SSD 2.5"" SATA 6.0 Gb/s",Corsair,CSSD-F128GBGS-BK,,Force,128GB,128,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital Green SN350 480GB M.2-2280 SSD PCIe 3.0 x4 NVMe,Western Digital,WDS480G2G0C,,Green,480GB,480,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Patriot Ignite 480GB SSD 2.5"" SATA",Patriot,PI480GS25SSDR,,Ignite,480GB,480,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Samsung 970 Evo Plus 250GB M.2-2280 SSD PCIe 3.0 NVMe,Samsung,MZ-V7S250B,AM                                                    MZ-V7S250BW,970,250GB,250,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,MZ-V7S250B/AM,,,
"Seagate IronWolf Pro 6TB 3.5"" HDD 7200RPM SATA",Seagate,ST6000NE000,,IronWolf,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital Blue SN550 250GB M.2-2280 SSD PCIe 3.0 x4 NVMe,Western Digital,WDS250G2B0C,,Blue,250GB,250,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
SK Hynix Gold P31 1TB SSD M.2-2280 PCIe 3.0 X4 NVMe,SK Hynix,SHGP31-1000GM-2,,Gold,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Solidigm P41 Plus 1TB SSD M.2-2230 PCIe 4.0 X4 NVMe,Solidigm,SSDPFPNU010TZ01,,P41,1000GB,1000,M.2-2230,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba Q300 Pro 512GB SSD 2.5"" SATA",Toshiba,HDTS451XZSTA,,Q300,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Seagate BarraCuda 530 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Seagate,ZP2048CM3A003,,BarraCuda,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"TEAMGROUP QX 15.3 TB SSD 2.5"" SATA 6.0 Gb/s",TEAMGROUP,T253X7153T0C101,,QX,15000GB,15000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Blue 8TB 3.5"" HDD 5640 RPM SATA 6.0 Gb/s Internal",Western Digital,WD80EAZZ,,Blue,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Blue 1TB HDD 2.5"" SATA",Western Digital,WD10SPZX,,Blue,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Leven JP600 4TB SSD M.2-2280 PCIe 3.0 X4 NVMe,Leven,JP600-4TB,,JP600,4000GB,4000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate FireCuda 8 TB 3.5"" 7200 RPM Internal",Seagate,ST8000DX001,,FireCuda,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi Travelstar Z5K320 160GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s",Hitachi,HTS543216A7A384,,Travelstar,160GB,160,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital AV 500GB HDD 3.5"" SATA",Western Digital,WD5000AVJS,,AV,500GB,500,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung PM863 3.84 TB SSD 2.5"" SATA",Samsung,MZ-7LM3T8E,,PM863,3000GB,3000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital WD_BLACK 6TB HDD 7200RPM 3.5"" SATA",Western Digital,WD6004FZBX,,WD_BLACK,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Micron 2200 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Micron,MTFDHBA512TCK-1AS1AA,,2200,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Gold 20TB 3.5"" HDD 7200RPM SATA",Western Digital,WD202KRYZ,,Gold,20000GB,20000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Inland TN320 512GB M.2-2280 SSD PCIe 3.0 x4 NVMe,Inland,512G TN320 NVME,INLAND TN320,TN320,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Exos M 32TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Seagate,ST32000NM003K,,Exos,32000GB,32000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Corsair MP700 PRO SE with Air Cooler 2TB M.2-2280 SSD PCIe 5.0 X4 NVMe,Corsair,CSSD-F2000GBMP700PROS,,MP700,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink 2TB SSD M.2-2280 PCIe 4.0 NVMe,GameStop,23VG-GSPL-GameStop NVMe SSD-Heatsink-2TB,,23VG-GSPL-GameStop,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Red 14TB HDD 3.5"" SATA",Western Digital,WD140EFFX,,Red,14000GB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Samsung 9100 PRO w/Heatsink 4TB SSD M.2-2280 PCIe 5.0 X4 NVMe,Samsung,MZ-VAP4T0C,AM                                                    MZ-VAP4T0C                                                    MZ-VAP4T0CW,9100,4000GB,4000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,MZ-VAP4T0CW,,,
Crucial MX500 500GB SSD M.2-2280 SATA,Crucial,CT500MX500SSD4,,MX500,500GB,500,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Western Digital Black SN750 SE 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Western Digital,WDS100T1B0E                                                    WDBB8L0010BNC-WRSN,SN750 SE,Black,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
NEMIX RAM NEMESIS 4TB SSD M.2 PCIe 4.0 NVMe,NEMIX RAM,NMS-M2G4N-4TB,,NEMESIS,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP T-FORCE Z44A7 4TB SSD M.2 PCIe 4.0 NVMe,TEAMGROUP,TM8FPV004T0C129,,T-FORCE,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"ADATA SU800 256GB SSD 2.5"" SATA 6.0 Gb/s",ADATA,ASU800SS-256GT-C,,SU800,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA Legend 740 500 GB M.2-2280 SSD PCIe 3.0 x4 NVMe,ADATA,ALEG-740-500GCS,,Legend,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Purple 3TB HDD 3.5"" 5400RPM SATA",Western Digital,WD33PURZ,WD33PURZ-SPBWPY0,Purple,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Kingston SSDNow V300 240GB SSD 2.5"" SATA",Kingston,SV300S37A,240G,SSDNow,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,SV300S37A/240G,3418983,,
Corsair MP600 CORE 4TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Corsair,CSSD-F4000GBMP600COR,,MP600,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Silicon Power A55 64 GB 2.5"" SSD SATA 6.0 Gb/s",Silicon Power,SP064GBSS3A55S25,,A55,64GB,64,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Kingston FURY Renegade G5 1.024 TB M.2-2280 SSD PCIe 5.0 x4 NVMe,Kingston,SFYR2S,1T0,FURY,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,SFYR2S/1T0,,,
"Seagate IronWolf Pro 16TB HDD 7200RPM 3.5"" SATA",Seagate,ST16000NT001,,IronWolf,16000GB,16000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Intel X25-M 160GB 2.5"" SSD SATA 3.0 Gb/s",Intel,SSDSA2MH160G2K5,,X25-M,160GB,160,"2.5""",SATA 3.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Hitachi Ultrastar A7K2000 1TB HDD 7200RPM 3.5"" SATA 3.0 Gb/s",Hitachi,HUA722010CLA330(0A39289),,Ultrastar,1000GB,1000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Orico Y-20 4TB SSD 2.5"" SATA 6.0 Gb/s",Orico,Y20-4T                                                    Y20-4TB,,Y-20,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Toshiba MQ04ABF100 1TB HDD 2.5"" SATA",Toshiba,MQ04ABF100,,MQ04ABF100,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
SanDisk SSD PLUS 2TB SSD M.2-2280 PCIe 3.0 x4 NVMe,SanDisk,SDSSDA3N-2T00-G26,,SSD,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Crucial BX200 240 GB SSD 2.5"" SATA",Crucial,CT240BX200SSD1,,BX200,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
PNY CS3140 8TB SSD M.2-2280 PCIe 4.0 x4 NVMe,PNY,M280CS3140-8TB-RB                                                    M280CS3140-8TB-CL,,CS3140,8000GB,8000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Enterprise Capacity 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Seagate,ST2000NM0135,,Enterprise,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Silicon Power US75 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Silicon Power,SP01KGBP44US7505,,US75,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP Z440 Lite 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,TEAMGROUP,TM8FFT001T0C129,,Z440,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Scorpio Blue 120GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",Western Digital,WD1200BEVT,,Scorpio,120GB,120,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Integral M3 Series Plus 1TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Integral,INSSD1TM280NM3PX,,M3,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung 840 Pro 256GB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7PD256BW,,840,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Gigabyte AORUS Gen4 7300 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Gigabyte,AG4731TB,,AORUS,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Hitachi Travelstar 1TB HDD 2.5"" 5400RPM SATA",Hitachi,0J26223,,Travelstar,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital Green 240GB SSD M.2-2280 SATA,Western Digital,WDS240G2G0B,205149,Green,240GB,240,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Western Digital Red Plus 4TB HDD 5400RPM 3.5"" SATA 6.0 Gb/s Internal",Western Digital,WD40EFPX,,Red,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi Ultrastar He8 8TB HDD 3.5"" 7200RPM SATA",Hitachi,HUH728080ALN600,,Ultrastar,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Caviar Black 750GB 3.5"" HDD 7200RPM SATA",Western Digital,WD7502AAEX,,Caviar,750GB,750,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Exos X18 12TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Seagate,ST12000NM000J,,Exos,12000GB,12000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Kingston KC600 256GB SSD 2.5"" SATA",Kingston,SKC600,256G,KC600,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,SKC600/256G,,,
ADATA Legend 850 2TB SSD M.2-2280 PCIe 4.0 NVMe,ADATA,ALEG-850-2TCS,,Legend,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
ADATA XPG SX6000 Pro 256GB SSD M.2-2280 PCIe 3.0 x4 NVMe,ADATA,ASX6000PNP-256GT-C,,XPG,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital WD_BLACK SN8100 4TB M.2-2280 SSD PCIe 5.0 x4 NVMe,Western Digital,WDS400T1X0M                                                    WDS400T1X0M-00CMT0,WDS400T1X0M,WD_BLACK,4000GB,4000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,4096,,,,,
Lexar NQ780 4TB SSD M.2-2280 PCIe 4.0 X4 NVME,Lexar,LNQ780X004T-RNNNU,,NQ780,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate SkyHawk Surveillance 4TB HDD 3.5"" 5000RPM SATA 6.0 Gb/s",Seagate,ST4000VX015,,SkyHawk,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
ADATA XPG GAMMIX S5 512GB SSD M.2-2280 PCIe 3.0 X4 NVMe,ADATA,AGAMMIXS5-512GT-C,,XPG,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Caviar Green 1TB 3.5"" HDD 5400RPM SATA",Western Digital,WD10EADS,,Caviar,1000GB,1000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung 840 Evo 250GB SSD 2.5"" SATA",Samsung,MZ-7TE250KW,,840,250GB,250,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Micron M600 512GB SSD 2.5"" SATA",Micron,MTFDDAK512MBF-1A,,M600,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
HP FX900 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,HP,57S53AA#ABB,,FX900,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Inland Platinum 512GB SSD 2.5"" SATA",Inland,6.18997E+11,770d472a-205c-4f26-9ac9-86a13d99abae,Platinum,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Synology SAT5200 3.84TB SSD 2.5"" SATA",Synology,SAT5200-3840G,SAT5210-3840G,SAT5200,3000GB,3000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Corsair MP600 MICRO 1TB SSD M.2-2242 PCIe 4.0 x4 NVMe,Corsair,CSSD-F1000GBMP600MCR,,MP600,1000GB,1000,M.2-2242,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Exos X18 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",Seagate,ST10000NM018G,,Exos,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung 860 Pro 2TB SSD 2.5"" SATA",Samsung,MZ-76P2T0BW                                                    MZ-76P2T0B,EU,860,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,MZ-76P2T0BW,,,
Biwin Black Opal NV7400 1TB SSD M.2-2280 PCIe 4.0 NVMe,Biwin,NV7400-1TB,,Black,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Kingston NV1 2TB M.2 SSD PCIe 3.0 NVMe,Kingston,SNVS,2000G,NV1,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,SNVS/2000G,,,
Acer Predator GM9000 2TB M.2-2280 SSD PCIe 5.0 x4 NVMe,Acer,BL.9BWWR.130,,Predator,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,2048,,,,,
"SanDisk ReadyCache 32GB SSD 2.5"" SATA 6.0 Gb/s",SanDisk,SDSSDRC-032G-G26,,ReadyCache,32GB,32,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Gigabyte AORUS RGB 512GB M.2-2280 SSD PCIe 3.0 x4 NVMe,Gigabyte,GP-ASM2NE2512GTTDR,,AORUS,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Biwin Black Opal X570 Pro 4TB SSD M.2-2280 PCIe 5.0 X4 NVMe,Biwin,X570PRO-4TB,,Black,4000GB,4000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,4096,,,,,
PNY XLR8 CS3040 w/Heatsink 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,PNY,M280CS3040HS-2TB-RB,CS3040 mit heatsink,XLR8,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Crucial MX300 525GB M.2-2280 SSD SATA,Crucial,CT525MX300SSD4,,MX300,525GB,525,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Corsair MP400 8TB SSD M.2-2280 PCIe 3.0 X4 NVMe,Corsair,CSSD-F8000GBMP400,CSSD-F2000GBMP400R2,MP400,8000GB,8000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate BarraCuda Pro 10TB HDD 3.5"" SATA",Seagate,ST10000DM001,ST10000VNZ008,BarraCuda,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,ST10000VNZ008/N0008,,,
HP EX900 500GB SSD M.2-2280 PCIe 3.0 x4 NVMe,HP,2YY44AA#ABC,,EX900,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate IronWolf Pro NAS 22TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",Seagate,ST22000NT001,,IronWolf,22000GB,22000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"SanDisk X300S 512GB SSD 2.5"" SATA 6.0 Gb/s",SanDisk,SD7UB2Q-512G-1122,,X300S,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Samsung 950 PRO 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Samsung,MZ-V5P512BW,,950,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Enterprise Capacity 4TB HDD 7200RPM 3.5"" SATA",Seagate,ST4000NM0245,ST4000NM0033-cr,Enterprise,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"WD Red Plus Internal NAS HDD 3.5"" - 8TB",Western Digital,WD10EFRX,,WD Red Plus,Internal NAS HDD,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,2022,,,,
Western Digital SN530 1TB SSD M.2 PCIe 3.0 NVMe,Western Digital,SDBPNPZ-1T00,,SN530,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"TEAMGROUP QX 1TB SSD 2.5"" SATA 6.0 Gb/s",TEAMGROUP,T253X7001T0C101,,QX,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Intel DC S3610 1.6TB SSD 2.5"" SATA",Intel,SSDSC2BX016T4P,,DC,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital WD_BLACK SN7100 500GB SSD M.2 PCIe 4.0 NVMe,Western Digital,WDS500G4X0E-00CJA0                                                    WDS500G4X0E,WDS500G4X0E,WD_BLACK,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,WDS500G4X0E-00CJA0,,,
HP FX900 Pro 4TB SSD M.2 NVMe,HP,4A3U2AA#ABB,,FX900,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Mushkin ECO3 240GB SSD 2.5"" SATA 6.0 Gb/s",Mushkin,MKNSSDE3240GB,,ECO3,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Green 1TB 3.5"" HDD 5400RPM SATA 3.0 Gb/s",Western Digital,WD10EAVS,,Green,1000GB,1000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Acer Predator GM3500 512GB SSD M.2 PCIe 3.0 NVMe,Acer,BL.9BWWR.101,,Predator,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Ultrastar DC HC550 18TB HDD 7200RPM 3.5"" SAS 12.0 Gb/s",Western Digital,0F38353,,Ultrastar,18000GB,18000,"3.5""",SAS 12.0 Gb/s,FALSE,HDD,HDD,,,,,,
PNY XLR8 CS3040 500GB SSD M.2-2280 PCIe 4.0 X4 NVMe,PNY,M280CS3040-500-RB,CS3040,XLR8,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Micron 5300 PRO 480GB 2.5"" SSD SATA",Micron,6.49529E+11,,5300,480GB,480,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
